city,time,name,rate,type,location,price
Adelaide,19-20,The Playford MGallery by Sofitel,Excellent ,Hotel,"Adelaide, 0.8 km to City centre",384
Adelaide,19-20,West Beach Parks Resort,Excellent ,Resort,"Adelaide, 0.3 km away from the beach",146
Adelaide,19-20,Comfort Hotel Highlander,Good ,Hotel,"Adelaide, 10.4 km to City centre",100
Adelaide,19-20,Hotel Stamford Grand Adelaide,Very good ,Hotel,"Adelaide, 0.1 km away from the beach",315
Adelaide,19-20,Adelaide Dresscircle Apartments Nth Tce,Excellent ,,"Adelaide, 0.9 km to City centre",350
Adelaide,19-20,"The Soho Hotel, an Ascend Hotel Collection member, Adelaide",Very good ,Hotel,"Adelaide, 1.0 km to City centre",176
Adelaide,19-20,Sfera's Park Suites & Convention Centre,Very good ,Hotel,"Adelaide, 13.8 km to City centre",150
Adelaide,19-20,Chancellor on Currie,Very good ,Hotel,"Adelaide, 0.6 km to City centre",333
Adelaide,19-20,Art Series - The Watson,Excellent ,Serviced apartment,"Adelaide, 3.9 km to City centre",359
Adelaide,20-21,InterContinental Adelaide,Excellent ,Hotel,"Adelaide, 0.9 km to City centre",315
Adelaide,20-21,Lakes Hotel,Excellent ,Hotel,"Adelaide, 0.1 km away from the beach",167
Adelaide,20-21,Sage Hotel Adelaide,Good ,Hotel,"Adelaide, 0.8 km to City centre",180
Adelaide,20-21,Holiday Inn Express Adelaide City Centre,Excellent ,Hotel,"Adelaide, 0.7 km to City centre",255
Adelaide,20-21,Peppers Waymouth Hotel,Excellent ,Hotel,"Adelaide, 0.4 km to City centre",249
Adelaide,20-21,BreakFree Adelaide,Very good ,Serviced apartment,"Adelaide, 1.1 km to City centre",129
Adelaide,20-21,Mawson Lakes,Very good ,Hotel,"Adelaide, 13.3 km to City centre",142
Adelaide,20-21,ibis Adelaide Hotel,Excellent ,Hotel,"Adelaide, 0.7 km to City centre",251
Adelaide,20-21,Adelaide Riviera Hotel,Good ,Hotel,"Adelaide, 1.2 km to City centre",125
Adelaide,20-21,Hotel Oaks Plaza Pier,Good ,Serviced apartment,"Adelaide, right by the beach",289
Adelaide,20-21,Hotel Grand Chancellor Adelaide,Very good ,Hotel,"Adelaide, 0.7 km to City centre",211
Adelaide,20-21,The Chifley on South Terrace, ,Hotel,"Adelaide, 0.9 km to City centre",143
Adelaide,20-21,Hotel Stamford Grand Adelaide,Very good ,Hotel,"Adelaide, 0.1 km away from the beach",257
Adelaide,20-21,Best Western Adelaide Granada Motor Inn,Very good ,Motel,"Adelaide, 4.4 km to City centre",89
Adelaide,20-21,Hotel Hilton Adelaide,Very good ,Hotel,"Adelaide, 0.1 km to City centre",263
Adelaide,20-21,Comfort Inn & Suites Manhattan,Good ,Hotel,"Adelaide, 8.7 km to City centre",125
Adelaide,20-21,Hotel ibis Styles Adelaide Grosvenor, ,Hotel,"Adelaide, 0.8 km to City centre",124
Adelaide,20-21,Majestic Tynte Street,Excellent ,Serviced apartment,"Adelaide, 2.6 km to City centre",150
Adelaide,20-21,Mantra Hindmarsh Square,Excellent ,Serviced apartment,"Adelaide, 0.6 km to City centre",249
Adelaide,20-21,Rydges Adelaide,Good ,Hotel,"Adelaide, 1.3 km to City centre",251
Adelaide,20-21,Hotel Haven Marina,Good ,Hotel,"Adelaide, 0.3 km away from the beach",106
Adelaide,20-21,The Playford MGallery by Sofitel,Excellent ,Hotel,"Adelaide, 0.8 km to City centre",314
Adelaide,20-21,Jacksons Motor Inn, ,Motel,"Adelaide, 5.3 km to City centre",72
Adelaide,20-21,Adelaide Dresscircle Apartments Nth Tce,Excellent ,Serviced apartment,"Adelaide, 0.9 km to City centre",231
Adelaide,20-21,Adelaide Meridien Hotel & Apartments,Very good ,Hotel,"Adelaide, 2.7 km to City centre",130
Adelaide,21-22,InterContinental Adelaide,Excellent ,Hotel,"Adelaide, 0.9 km to City centre",266
Adelaide,21-22,Lakes Hotel,Excellent ,Hotel,"Adelaide, 0.1 km away from the beach",167
Adelaide,21-22,Sage Hotel Adelaide,Good ,Hotel,"Adelaide, 0.8 km to City centre",158
Adelaide,21-22,Holiday Inn Express Adelaide City Centre,Excellent ,Hotel,"Adelaide, 0.7 km to City centre",192
Adelaide,21-22,Peppers Waymouth Hotel,Excellent ,Hotel,"Adelaide, 0.4 km to City centre",249
Adelaide,21-22,Rydges Adelaide,Good ,Hotel,"Adelaide, 1.3 km to City centre",143
Adelaide,21-22,Hotel Oaks Plaza Pier,Good ,Serviced apartment,"Adelaide, right by the beach",209
Adelaide,21-22,BreakFree Adelaide,Very good ,Serviced apartment,"Adelaide, 1.1 km to City centre",129
Adelaide,21-22,ibis Adelaide Hotel,Excellent ,Hotel,"Adelaide, 0.7 km to City centre",204
Adelaide,21-22,Mawson Lakes,Very good ,Hotel,"Adelaide, 13.3 km to City centre",142
Adelaide,21-22,Adelaide Riviera Hotel,Good ,Hotel,"Adelaide, 1.2 km to City centre",125
Adelaide,21-22,The Chifley on South Terrace, ,Hotel,"Adelaide, 0.9 km to City centre",132
Adelaide,21-22,Hotel Stamford Grand Adelaide,Very good ,Hotel,"Adelaide, 0.1 km away from the beach",221
Adelaide,21-22,Majestic Old Lion,Excellent ,Serviced apartment,"Adelaide, 2.3 km to City centre",235
Adelaide,21-22,Hotel ibis Styles Adelaide Grosvenor, ,Hotel,"Adelaide, 0.8 km to City centre",110
Adelaide,21-22,Hotel Grand Chancellor Adelaide,Very good ,Hotel,"Adelaide, 0.7 km to City centre",194
Adelaide,21-22,O'Connell Inn,Excellent ,Motel,"Adelaide, 2.9 km to City centre",105
Adelaide,21-22,Best Western Adelaide Granada Motor Inn,Very good ,Motel,"Adelaide, 4.4 km to City centre",89
Adelaide,21-22,Hotel Hilton Adelaide,Very good ,Hotel,"Adelaide, 0.1 km to City centre",263
Adelaide,21-22,Comfort Inn & Suites Manhattan,Good ,Hotel,"Adelaide, 8.7 km to City centre",125
Adelaide,21-22,Majestic Tynte Street,Excellent ,Serviced apartment,"Adelaide, 2.6 km to City centre",147
Adelaide,21-22,iStay Precinct,Good ,Serviced apartment,"Adelaide, 0.6 km to City centre",219
Adelaide,21-22,Mantra Hindmarsh Square,Excellent ,Serviced apartment,"Adelaide, 0.6 km to City centre",199
Adelaide,21-22,The Arkaba Hotel,Excellent ,Hotel,"Adelaide, 3.2 km to City centre",160
Adelaide,21-22,Art Series - The Watson,Excellent ,Serviced apartment,"Adelaide, 3.9 km to City centre",169
Adelaide,22-23,InterContinental Adelaide,Excellent ,Hotel,"Adelaide, 0.9 km to City centre",198
Adelaide,22-23,Sage Hotel Adelaide,Good ,Hotel,"Adelaide, 0.8 km to City centre",144
Adelaide,22-23,Holiday Inn Express Adelaide City Centre,Excellent ,Hotel,"Adelaide, 0.7 km to City centre",189
Adelaide,22-23,Peppers Waymouth Hotel,Excellent ,Hotel,"Adelaide, 0.4 km to City centre",229
Adelaide,22-23,Lakes Hotel,Excellent ,Hotel,"Adelaide, 0.1 km away from the beach",203
Adelaide,22-23,Mayfair Hotel,Excellent ,Hotel,"Adelaide, 0.6 km to City centre",209
Adelaide,22-23,Mawson Lakes,Very good ,Hotel,"Adelaide, 13.3 km to City centre",122
Adelaide,22-23,Rydges Adelaide,Good ,Hotel,"Adelaide, 1.3 km to City centre",152
Adelaide,22-23,The Chifley on South Terrace, ,Hotel,"Adelaide, 0.9 km to City centre",117
Adelaide,22-23,BreakFree Adelaide,Very good ,Serviced apartment,"Adelaide, 1.1 km to City centre",129
Adelaide,22-23,ibis Adelaide Hotel,Excellent ,Hotel,"Adelaide, 0.7 km to City centre",178
Adelaide,22-23,Adelaide Riviera Hotel,Good ,Hotel,"Adelaide, 1.2 km to City centre",125
Adelaide,22-23,Hotel Oaks Plaza Pier,Good ,Serviced apartment,"Adelaide, right by the beach",259
Adelaide,22-23,Hotel Hilton Adelaide,Very good ,Hotel,"Adelaide, 0.1 km to City centre",178
Adelaide,22-23,Majestic Old Lion,Excellent ,Serviced apartment,"Adelaide, 2.3 km to City centre",233
Adelaide,22-23,Hotel ibis Styles Adelaide Grosvenor, ,Hotel,"Adelaide, 0.8 km to City centre",104
Adelaide,22-23,Hotel Stamford Grand Adelaide,Very good ,Hotel,"Adelaide, 0.1 km away from the beach",221
Adelaide,22-23,O'Connell Inn,Excellent ,Motel,"Adelaide, 2.9 km to City centre",105
Adelaide,22-23,Hotel Grand Chancellor Adelaide,Very good ,Hotel,"Adelaide, 0.7 km to City centre",194
Adelaide,22-23,Adelaide Meridien Hotel & Apartments,Very good ,Hotel,"Adelaide, 2.7 km to City centre",101
Adelaide,22-23,Comfort Inn & Suites Manhattan,Good ,Hotel,"Adelaide, 8.7 km to City centre",125
Adelaide,22-23,iStay Precinct,Good ,Serviced apartment,"Adelaide, 0.6 km to City centre",194
Adelaide,22-23,Hotel Stamford Plaza Adelaide,Very good ,Hotel,"Adelaide, 0.7 km to City centre",197
Adelaide,22-23,Majestic Tynte Street,Excellent ,Serviced apartment,"Adelaide, 2.6 km to City centre",147
Adelaide,22-23,Mantra Hindmarsh Square,Excellent ,Serviced apartment,"Adelaide, 0.6 km to City centre",199
Adelaide,23-24,InterContinental Adelaide,Excellent ,Hotel,"Adelaide, 0.9 km to City centre",257
Adelaide,23-24,ibis Adelaide Hotel,Excellent ,Hotel,"Adelaide, 0.7 km to City centre",178
Adelaide,23-24,Hotel Stamford Grand Adelaide,Very good ,Hotel,"Adelaide, 0.1 km away from the beach",221
Adelaide,23-24,Majestic Old Lion,Excellent ,Serviced apartment,"Adelaide, 2.3 km to City centre",262
Adelaide,23-24,BreakFree Adelaide,Very good ,Serviced apartment,"Adelaide, 1.1 km to City centre",149
Adelaide,23-24,Holiday Inn Express Adelaide City Centre,Excellent ,Hotel,"Adelaide, 0.7 km to City centre",184
Adelaide,23-24,Hotel Hilton Adelaide,Very good ,Hotel,"Adelaide, 0.1 km to City centre",220
Adelaide,23-24,Peppers Waymouth Hotel,Excellent ,Hotel,"Adelaide, 0.4 km to City centre",269
Adelaide,23-24,Hotel Stamford Plaza Adelaide,Very good ,Hotel,"Adelaide, 0.7 km to City centre",242
Adelaide,23-24,Sage Hotel Adelaide,Good ,Hotel,"Adelaide, 0.8 km to City centre",153
Adelaide,23-24,Pullman Adelaide Hotel,Excellent ,Hotel,"Adelaide, 0.8 km to City centre",248
Adelaide,23-24,The Playford MGallery by Sofitel,Excellent ,Hotel,"Adelaide, 0.8 km to City centre",255
Adelaide,23-24,Art Series - The Watson,Excellent ,Serviced apartment,"Adelaide, 3.9 km to City centre",189
Adelaide,23-24,Rydges Adelaide,Good ,Hotel,"Adelaide, 1.3 km to City centre",170
Adelaide,23-24,Hotel Grand Chancellor Adelaide,Very good ,Hotel,"Adelaide, 0.7 km to City centre",194
Adelaide,23-24,Adelaide Rockford Hotel,Very good ,Hotel,"Adelaide, 0.9 km to City centre",179
Adelaide,23-24,Hotel ibis Styles Adelaide Grosvenor, ,Hotel,"Adelaide, 0.8 km to City centre",110
Adelaide,23-24,Lakes Hotel,Excellent ,Hotel,"Adelaide, 0.1 km away from the beach",261
Adelaide,23-24,Mercure Grosvenor Hotel Adelaide, ,Hotel,"Adelaide, 0.8 km to City centre",161
Adelaide,23-24,Mantra Hindmarsh Square,Excellent ,Serviced apartment,"Adelaide, 0.6 km to City centre",225
Adelaide,23-24,Majestic Roof Garden,Excellent ,Hotel,"Adelaide, 1.0 km to City centre",250
Adelaide,23-24,Quest Port Adelaide,Excellent ,Hotel,"Adelaide, 13.0 km to City centre",188
Adelaide,23-24,Hotel Oaks Plaza Pier,Good ,Serviced apartment,"Adelaide, right by the beach",329
Adelaide,23-24,iStay Precinct,Good ,Serviced apartment,"Adelaide, 0.6 km to City centre",229
Adelaide,23-24,The Chifley on South Terrace, ,Hotel,"Adelaide, 0.9 km to City centre",117
Adelaide,24-25,InterContinental Adelaide,Excellent ,Hotel,"Adelaide, 0.9 km to City centre",167
Adelaide,24-25,Sage Hotel Adelaide,Good ,Hotel,"Adelaide, 0.8 km to City centre",117
Adelaide,24-25,Holiday Inn Express Adelaide City Centre,Excellent ,Hotel,"Adelaide, 0.7 km to City centre",128
Adelaide,24-25,Peppers Waymouth Hotel,Excellent ,Hotel,"Adelaide, 0.4 km to City centre",179
Adelaide,24-25,Lakes Hotel,Excellent ,Hotel,"Adelaide, 0.1 km away from the beach",167
Adelaide,24-25,Majestic Old Lion,Excellent ,Serviced apartment,"Adelaide, 2.3 km to City centre",199
Adelaide,24-25,ibis Adelaide Hotel,Excellent ,Hotel,"Adelaide, 0.7 km to City centre",130
Adelaide,24-25,Hotel Oaks Plaza Pier,Good ,Serviced apartment,"Adelaide, right by the beach",174
Adelaide,24-25,Hotel Stamford Grand Adelaide,Very good ,Hotel,"Adelaide, 0.1 km away from the beach",149
Adelaide,24-25,Hotel Grand Chancellor Adelaide,Very good ,Hotel,"Adelaide, 0.7 km to City centre",105
Adelaide,24-25,The Chifley on South Terrace, ,Hotel,"Adelaide, 0.9 km to City centre",91
Adelaide,24-25,Rydges Adelaide,Good ,Hotel,"Adelaide, 1.3 km to City centre",134
Adelaide,24-25,Mayfair Hotel,Excellent ,Hotel,"Adelaide, 0.6 km to City centre",189
Adelaide,24-25,Hotel Hilton Adelaide,Very good ,Hotel,"Adelaide, 0.1 km to City centre",161
Adelaide,24-25,BreakFree Adelaide,Very good ,Serviced apartment,"Adelaide, 1.1 km to City centre",129
Adelaide,24-25,Adelaide Riviera Hotel,Good ,Hotel,"Adelaide, 1.2 km to City centre",125
Adelaide,24-25,Adelaide Meridien Hotel & Apartments,Very good ,Hotel,"Adelaide, 2.7 km to City centre",84
Adelaide,24-25,Pullman Adelaide Hotel,Excellent ,Hotel,"Adelaide, 0.8 km to City centre",163
Adelaide,24-25,Mawson Lakes,Very good ,Hotel,"Adelaide, 13.3 km to City centre",139
Adelaide,24-25,Hotel Stamford Plaza Adelaide,Very good ,Hotel,"Adelaide, 0.7 km to City centre",161
Adelaide,24-25,iStay Precinct,Good ,Serviced apartment,"Adelaide, 0.6 km to City centre",159
Adelaide,24-25,Majestic Roof Garden,Excellent ,Hotel,"Adelaide, 1.0 km to City centre",156
Adelaide,24-25,The Playford MGallery by Sofitel,Excellent ,Hotel,"Adelaide, 0.8 km to City centre",174
Adelaide,24-25,Hotel ibis Styles Adelaide Grosvenor, ,Hotel,"Adelaide, 0.8 km to City centre",114
Adelaide,24-25,O'Connell Inn,Excellent ,Motel,"Adelaide, 2.9 km to City centre",105
Adelaide,25-26,InterContinental Adelaide,Excellent ,Hotel,"Adelaide, 0.9 km to City centre",167
Adelaide,25-26,Peppers Waymouth Hotel,Excellent ,Hotel,"Adelaide, 0.4 km to City centre",169
Adelaide,25-26,Sage Hotel Adelaide,Good ,Hotel,"Adelaide, 0.8 km to City centre",140
Adelaide,25-26,Holiday Inn Express Adelaide City Centre,Excellent ,Hotel,"Adelaide, 0.7 km to City centre",152
Adelaide,25-26,Lakes Hotel,Excellent ,Hotel,"Adelaide, 0.1 km away from the beach",167
Adelaide,25-26,Mayfair Hotel,Excellent ,Hotel,"Adelaide, 0.6 km to City centre",189
Adelaide,25-26,Rydges Adelaide,Good ,Hotel,"Adelaide, 1.3 km to City centre",143
Adelaide,25-26,Hotel Stamford Grand Adelaide,Very good ,Hotel,"Adelaide, 0.1 km away from the beach",176
Adelaide,25-26,ibis Adelaide Hotel,Excellent ,Hotel,"Adelaide, 0.7 km to City centre",157
Adelaide,25-26,Majestic Old Lion,Excellent ,Serviced apartment,"Adelaide, 2.3 km to City centre",220
Adelaide,25-26,The Chifley on South Terrace, ,Hotel,"Adelaide, 0.9 km to City centre",115
Adelaide,25-26,Hotel Hilton Adelaide,Very good ,Hotel,"Adelaide, 0.1 km to City centre",161
Adelaide,25-26,Adelaide Riviera Hotel,Good ,Hotel,"Adelaide, 1.2 km to City centre",125
Adelaide,25-26,Hotel Oaks Plaza Pier,Good ,Serviced apartment,"Adelaide, right by the beach",219
Adelaide,25-26,BreakFree Adelaide,Very good ,Serviced apartment,"Adelaide, 1.1 km to City centre",129
Adelaide,25-26,Pullman Adelaide Hotel,Excellent ,Hotel,"Adelaide, 0.8 km to City centre",163
Adelaide,25-26,Mawson Lakes,Very good ,Hotel,"Adelaide, 13.3 km to City centre",146
Adelaide,25-26,Hotel ibis Styles Adelaide Grosvenor, ,Hotel,"Adelaide, 0.8 km to City centre",110
Adelaide,25-26,O'Connell Inn,Excellent ,Motel,"Adelaide, 2.9 km to City centre",105
Adelaide,25-26,Hotel Grand Chancellor Adelaide,Very good ,Hotel,"Adelaide, 0.7 km to City centre",194
Adelaide,25-26,Hotel Stamford Plaza Adelaide,Very good ,Hotel,"Adelaide, 0.7 km to City centre",179
Adelaide,25-26,Best Western Adelaide Granada Motor Inn,Very good ,Motel,"Adelaide, 4.4 km to City centre",89
Adelaide,25-26,The Playford MGallery by Sofitel,Excellent ,Hotel,"Adelaide, 0.8 km to City centre",183
Adelaide,25-26,Majestic Roof Garden,Excellent ,Hotel,"Adelaide, 1.0 km to City centre",167
Adelaide,25-26,Comfort Inn & Suites Manhattan,Good ,Hotel,"Adelaide, 8.7 km to City centre",125
Adelaide,26-27,InterContinental Adelaide,Excellent ,Hotel,"Adelaide, 0.9 km to City centre",293
Adelaide,26-27,Lakes Hotel,Excellent ,Hotel,"Adelaide, 0.1 km away from the beach",167
Adelaide,26-27,Sage Hotel Adelaide,Good ,Hotel,"Adelaide, 0.8 km to City centre",158
Adelaide,26-27,Holiday Inn Express Adelaide City Centre,Excellent ,Hotel,"Adelaide, 0.7 km to City centre",195
Adelaide,26-27,Peppers Waymouth Hotel,Excellent ,Hotel,"Adelaide, 0.4 km to City centre",269
Adelaide,26-27,Rydges Adelaide,Good ,Hotel,"Adelaide, 1.3 km to City centre",170
Adelaide,26-27,ibis Adelaide Hotel,Excellent ,Hotel,"Adelaide, 0.7 km to City centre",178
Adelaide,26-27,Adelaide Riviera Hotel,Good ,Hotel,"Adelaide, 1.2 km to City centre",125
Adelaide,26-27,The Chifley on South Terrace, ,Hotel,"Adelaide, 0.9 km to City centre",125
Adelaide,26-27,Hotel Grand Chancellor Adelaide,Very good ,Hotel,"Adelaide, 0.7 km to City centre",194
Adelaide,26-27,Mawson Lakes,Very good ,Hotel,"Adelaide, 13.3 km to City centre",146
Adelaide,26-27,BreakFree Adelaide,Very good ,Serviced apartment,"Adelaide, 1.1 km to City centre",129
Adelaide,26-27,Hotel Stamford Grand Adelaide,Very good ,Hotel,"Adelaide, 0.1 km away from the beach",257
Adelaide,26-27,O'Connell Inn,Excellent ,Motel,"Adelaide, 2.9 km to City centre",105
Adelaide,26-27,Hotel Hilton Adelaide,Very good ,Hotel,"Adelaide, 0.1 km to City centre",263
Adelaide,26-27,Hotel Oaks Plaza Pier,Good ,Serviced apartment,"Adelaide, right by the beach",299
Adelaide,26-27,Best Western Adelaide Granada Motor Inn,Very good ,Motel,"Adelaide, 4.4 km to City centre",89
Adelaide,26-27,Mantra Hindmarsh Square,Excellent ,Serviced apartment,"Adelaide, 0.6 km to City centre",225
Adelaide,26-27,Comfort Inn & Suites Manhattan,Good ,Hotel,"Adelaide, 8.7 km to City centre",125
Adelaide,26-27,Hotel ibis Styles Adelaide Grosvenor, ,Hotel,"Adelaide, 0.8 km to City centre",135
Adelaide,26-27,Majestic Tynte Street,Excellent ,Serviced apartment,"Adelaide, 2.6 km to City centre",159
Adelaide,26-27,Pullman Adelaide Hotel,Excellent ,Hotel,"Adelaide, 0.8 km to City centre",318
Adelaide,26-27,The Arkaba Hotel,Excellent ,Hotel,"Adelaide, 3.2 km to City centre",160
Adelaide,26-27,Adelaide Dresscircle Apartments Nth Tce,Excellent ,,"Adelaide, 0.9 km to City centre",208
Adelaide,26-27,Hotel Haven Marina,Good ,Hotel,"Adelaide, 0.3 km away from the beach",106
Adelaide,27-28,InterContinental Adelaide,Excellent ,Hotel,"Adelaide, 0.9 km to City centre",302
Adelaide,27-28,Lakes Hotel,Excellent ,Hotel,"Adelaide, 0.1 km away from the beach",167
Adelaide,27-28,Sage Hotel Adelaide,Good ,Hotel,"Adelaide, 0.8 km to City centre",167
Adelaide,27-28,Holiday Inn Express Adelaide City Centre,Excellent ,Hotel,"Adelaide, 0.7 km to City centre",195
Adelaide,27-28,Mayfair Hotel,Excellent ,Hotel,"Adelaide, 0.6 km to City centre",339
Adelaide,27-28,Peppers Waymouth Hotel,Excellent ,Hotel,"Adelaide, 0.4 km to City centre",299
Adelaide,27-28,BreakFree Adelaide,Very good ,Serviced apartment,"Adelaide, 1.1 km to City centre",129
Adelaide,27-28,ibis Adelaide Hotel,Excellent ,Hotel,"Adelaide, 0.7 km to City centre",251
Adelaide,27-28,Adelaide Riviera Hotel,Good ,Hotel,"Adelaide, 1.2 km to City centre",125
Adelaide,27-28,The Chifley on South Terrace, ,Hotel,"Adelaide, 0.9 km to City centre",125
Adelaide,27-28,Hotel Oaks Plaza Pier,Good ,Serviced apartment,"Adelaide, right by the beach",299
Adelaide,27-28,Hotel Grand Chancellor Adelaide,Very good ,Hotel,"Adelaide, 0.7 km to City centre",194
Adelaide,27-28,Mawson Lakes,Very good ,Hotel,"Adelaide, 13.3 km to City centre",146
Adelaide,27-28,Hotel ibis Styles Adelaide Grosvenor, ,Hotel,"Adelaide, 0.8 km to City centre",114
Adelaide,27-28,Rydges Adelaide,Good ,Hotel,"Adelaide, 1.3 km to City centre",224
Adelaide,27-28,Hotel Stamford Grand Adelaide,Very good ,Hotel,"Adelaide, 0.1 km away from the beach",257
Adelaide,27-28,O'Connell Inn,Excellent ,Motel,"Adelaide, 2.9 km to City centre",105
Adelaide,27-28,Best Western Adelaide Granada Motor Inn,Very good ,Motel,"Adelaide, 4.4 km to City centre",89
Adelaide,27-28,Hotel Hilton Adelaide,Very good ,Hotel,"Adelaide, 0.1 km to City centre",263
Adelaide,27-28,Comfort Inn & Suites Manhattan,Good ,Hotel,"Adelaide, 8.7 km to City centre",125
Adelaide,27-28,Adelaide Meridien Hotel & Apartments,Very good ,Hotel,"Adelaide, 2.7 km to City centre",115
Adelaide,27-28,Mantra Hindmarsh Square,Excellent ,Serviced apartment,"Adelaide, 0.6 km to City centre",255
Adelaide,27-28,Majestic Tynte Street,Excellent ,Serviced apartment,"Adelaide, 2.6 km to City centre",165
Adelaide,27-28,The Arkaba Hotel,Excellent ,Hotel,"Adelaide, 3.2 km to City centre",160
Adelaide,27-28,Hotel Haven Marina,Good ,Hotel,"Adelaide, 0.3 km away from the beach",106
Adelaide,28-29,InterContinental Adelaide,Excellent ,Hotel,"Adelaide, 0.9 km to City centre",306
Adelaide,28-29,Lakes Hotel,Excellent ,Hotel,"Adelaide, 0.1 km away from the beach",167
Adelaide,28-29,Sage Hotel Adelaide,Good ,Hotel,"Adelaide, 0.8 km to City centre",153
Adelaide,28-29,Holiday Inn Express Adelaide City Centre,Excellent ,Hotel,"Adelaide, 0.7 km to City centre",216
Adelaide,28-29,The Chifley on South Terrace, ,Hotel,"Adelaide, 0.9 km to City centre",108
Adelaide,28-29,Peppers Waymouth Hotel,Excellent ,Hotel,"Adelaide, 0.4 km to City centre",359
Adelaide,28-29,Hotel Oaks Plaza Pier,Good ,Serviced apartment,"Adelaide, right by the beach",229
Adelaide,28-29,Mawson Lakes,Very good ,Hotel,"Adelaide, 13.3 km to City centre",142
Adelaide,28-29,Rydges Adelaide,Good ,Hotel,"Adelaide, 1.3 km to City centre",206
Adelaide,28-29,BreakFree Adelaide,Very good ,Serviced apartment,"Adelaide, 1.1 km to City centre",129
Adelaide,28-29,ibis Adelaide Hotel,Excellent ,Hotel,"Adelaide, 0.7 km to City centre",218
Adelaide,28-29,Hotel Grand Chancellor Adelaide,Very good ,Hotel,"Adelaide, 0.7 km to City centre",185
Adelaide,28-29,Hotel Stamford Grand Adelaide,Very good ,Hotel,"Adelaide, 0.1 km away from the beach",221
Adelaide,28-29,Adelaide Riviera Hotel,Good ,Hotel,"Adelaide, 1.2 km to City centre",145
Adelaide,28-29,Hotel Hilton Adelaide,Very good ,Hotel,"Adelaide, 0.1 km to City centre",263
Adelaide,28-29,Best Western Adelaide Granada Motor Inn,Very good ,Motel,"Adelaide, 4.4 km to City centre",89
Adelaide,28-29,Comfort Inn & Suites Manhattan,Good ,Hotel,"Adelaide, 8.7 km to City centre",125
Adelaide,28-29,iStay Precinct,Good ,Serviced apartment,"Adelaide, 0.6 km to City centre",219
Adelaide,28-29,Mantra Hindmarsh Square,Excellent ,Serviced apartment,"Adelaide, 0.6 km to City centre",229
Adelaide,28-29,Adelaide Meridien Hotel & Apartments,Very good ,Hotel,"Adelaide, 2.7 km to City centre",126
Adelaide,28-29,The Arkaba Hotel,Excellent ,Hotel,"Adelaide, 3.2 km to City centre",170
Adelaide,28-29,Miller Apartments Adelaide,Excellent ,Serviced apartment,"Adelaide, 0.6 km to City centre",224
Adelaide,28-29,Hotel Haven Marina,Good ,Hotel,"Adelaide, 0.3 km away from the beach",106
Adelaide,28-29,O'Connell Inn,Excellent ,Motel,"Adelaide, 2.9 km to City centre",185
Adelaide,28-29,Jacksons Motor Inn, ,Motel,"Adelaide, 5.3 km to City centre",72
Adelaide,29-30,Lakes Hotel,Excellent ,Hotel,"Adelaide, 0.1 km away from the beach",167
Adelaide,29-30,Peppers Waymouth Hotel,Excellent ,Hotel,"Adelaide, 0.4 km to City centre",359
Adelaide,29-30,Holiday Inn Express Adelaide City Centre,Excellent ,Hotel,"Adelaide, 0.7 km to City centre",269
Adelaide,29-30,Hotel Oaks Plaza Pier,Good ,Serviced apartment,"Adelaide, right by the beach",329
Adelaide,29-30,Mawson Lakes,Very good ,Hotel,"Adelaide, 13.3 km to City centre",122
Adelaide,29-30,ibis Adelaide Hotel,Excellent ,Hotel,"Adelaide, 0.7 km to City centre",265
Adelaide,29-30,The Chifley on South Terrace, ,Hotel,"Adelaide, 0.9 km to City centre",132
Adelaide,29-30,Sage Hotel Adelaide,Good ,Hotel,"Adelaide, 0.8 km to City centre",253
Adelaide,29-30,Hotel Stamford Grand Adelaide,Very good ,Hotel,"Adelaide, 0.1 km away from the beach",257
Adelaide,29-30,Hotel Grand Chancellor Adelaide,Very good ,Hotel,"Adelaide, 0.7 km to City centre",298
Adelaide,29-30,Hotel Hilton Adelaide,Very good ,Hotel,"Adelaide, 0.1 km to City centre",305
Adelaide,29-30,Adelaide Riviera Hotel,Good ,Hotel,"Adelaide, 1.2 km to City centre",245
Adelaide,29-30,Best Western Adelaide Granada Motor Inn,Very good ,Motel,"Adelaide, 4.4 km to City centre",98
Adelaide,29-30,Mantra Hindmarsh Square,Excellent ,Serviced apartment,"Adelaide, 0.6 km to City centre",269
Adelaide,29-30,"The Soho Hotel, an Ascend Hotel Collection member, Adelaide",Very good ,Hotel,"Adelaide, 1.0 km to City centre",142
Adelaide,29-30,The Playford MGallery by Sofitel,Excellent ,Hotel,"Adelaide, 0.8 km to City centre",394
Adelaide,29-30,Quest Port Adelaide,Excellent ,Hotel,"Adelaide, 13.0 km to City centre",152
Adelaide,29-30,O'Connell Inn,Excellent ,Motel,"Adelaide, 2.9 km to City centre",215
Adelaide,29-30,Pullman Adelaide Hotel,Excellent ,Hotel,"Adelaide, 0.8 km to City centre",345
Adelaide,29-30,Rydges Adelaide,Good ,Hotel,"Adelaide, 1.3 km to City centre",269
Adelaide,29-30,Jacksons Motor Inn, ,Motel,"Adelaide, 5.3 km to City centre",72
Adelaide,29-30,Miller Apartments Adelaide,Excellent ,Serviced apartment,"Adelaide, 0.6 km to City centre",296
Adelaide,29-30,Hotel Haven Marina,Good ,Hotel,"Adelaide, 0.3 km away from the beach",115
Adelaide,29-30,Comfort Hotel Highlander,Good ,Hotel,"Adelaide, 10.4 km to City centre",100
